"","plotID","logc","z","siteIDD","organicCPercent","ph","bdod","nitrogen","cec","sand","bio2","bio8","bio18","bio4","bio12","bio15","spei","rich","funrich","coarse","fine","d15N","d13C","rootn","rootc","rootcn","bio1"
"181","ABBY_061",0.712060757481672,1.07491598064311,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"182","ABBY_061",1.07682740967781,0.785521421002828,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"183","ABBY_061",1.13998392753853,0.761841590148267,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"184","ABBY_061",0.725457938196783,0.938974224017113,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"185","ABBY_061",1.23068452831463,0.667428924363619,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"186","ABBY_061",0.358678778518512,1.42721760707631,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"187","ABBY_061",0.0239639756878387,1.4855195961718,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"188","ABBY_061",-0.462507387373795,1.70243991971665,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"189","ABBY_061",0.434097636487177,1.27372616030354,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
"190","ABBY_061",0.813419100815957,1.09953248432589,"ABBY",8.39317917307614,5.07634670628214,9.59476881285097,41.7000330187245,25.5677084823728,47.6382396884562,101,26,177,5184,2556,63,0.123651514881877,89,1542,1.525575,0.769475,-0.1,-27.8571428571429,0.66,47.1385714285714,73.5,83
