"","a1","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"1","WY1",0.679598428959861,0.662537712068685,0.606300524224917,0.678144283627757,0.7565101030486,0.680873477811355,0.680032696454514,0.822244206814332,0.686101849837395,0.723140682979353,0.74415018741366,0.688491586303405,0.623802497083218,0.727168322350323,0.633734045421908,0.745667790579518,0.719065532709612,0.724150963764247,0.654510569941467,0.738137345889318,0.842405665022362,0.737532275414722,0.767567319811829,0.711967932739573,0.689415188465632,0.719336380186003,0.815575555090475,0.593056807782789,0.715821901934415,0.605034030148269
"2","WY2",0.744792020411864,0.726943922168011,0.741472950183269,0.869165885033946,0.710750657603708,0.773265784302301,0.786338867495677,0.806233454648767,0.777757285179077,0.725363003537752,0.838961381275053,0.712907681813134,0.834393100364317,0.737510080904156,0.704983757504449,0.664302798781844,0.744791433908127,0.690045119607776,0.744138087955349,0.734712795689351,0.735356577320905,0.751147701470429,0.787521790801746,0.747454869315057,0.725390420721151,0.798335469870695,0.655523796069955,0.705744912463246,0.785472658344902,0.739400874148032
"3","WY3",0.662495618608846,0.569741988288108,0.826588080435215,0.723940332409307,0.713429118964205,0.708183077711056,0.857709832900604,0.601421247408157,0.697073528821124,0.605140306911975,0.683109995833374,0.680841993277768,0.672723763309057,0.706152224542078,0.596711294946696,0.63522103821614,0.684849028737174,0.710452679078101,0.663935277379784,0.663960892399517,0.777695839294955,0.627044335877219,0.749718440443876,0.700275109118174,0.726924813615866,0.728021610438641,0.634018315340302,0.717804772326103,0.773681806459029,0.700997980413074
"4","WY4",0.713713835632526,0.662623887780279,0.692539710121425,0.700726201805261,0.685231964748686,0.640648680551884,0.723892680795472,0.681106975665239,0.741383735635494,0.758378305786406,0.671820917421311,0.658676275897797,0.693495926907218,0.630730263047419,0.708166853536629,0.662772595238722,0.749551285056735,0.639154441831238,0.676984219529357,0.707014013474862,0.651925586436095,0.700824941433223,0.666837442555623,0.66952840366572,0.671924739774994,0.713933596324496,0.69860841081931,0.677235606641391,0.783925827096794,0.654074960582155
"5","MI1",0.681324043176374,0.787859074678654,0.834305141526613,0.650712850139263,0.704657875594854,0.719755100924739,0.660315111121196,0.708398185953381,0.810477218343979,0.740329280391003,0.703180138062669,0.627571681133997,0.722203180285111,0.93111867396151,0.735279356771152,0.779285735526906,0.64400084940587,0.713729629834408,0.732586195520924,0.657375313041944,0.711759240985099,0.707577992689978,0.758649976125698,0.689919876817447,0.733113401095655,0.774535937144258,0.736427967685671,0.675070187763466,0.737353275942626,0.746048526337045
"6","MI2",0.684012932502963,0.764516867557127,0.736224155611741,0.6801853631508,0.715828801564895,0.701748669951825,0.707401316840797,0.698606656399458,0.66370437006472,0.714296076133717,0.743068620987717,0.669579995988519,0.628530297340401,0.743712220049708,0.685081990180235,0.730727033347986,0.785031971341591,0.762635718485184,0.709357551264047,0.651210410147987,0.690861504264084,0.698025592010073,0.755935566866519,0.722073010674844,0.637837562681825,0.787115687130615,0.774746991744942,0.663981079070825,0.635782024564349,0.745580897148708
"7","MI3",0.729983528178098,0.651217945978678,0.722178138391924,0.666465865182618,0.681380417575763,0.704193742004494,0.658923868366067,0.742345481768023,0.703984407739984,0.662343613585044,0.683578434306399,0.633515465194601,0.700552656517737,0.694496374890107,0.59630549562907,0.671882476733728,0.777224187092814,0.700808701970489,0.647580360087156,0.680721237851125,0.701122300411534,0.667798138546473,0.705003498264487,0.775661723723708,0.65685248124652,0.715637025413147,0.730714151207523,0.729772079594919,0.690151054568827,0.700929995779193
"8","MI4",0.657827588659262,0.705098740431193,0.750858738755879,0.759302886944494,0.731815008460425,0.710194484658906,0.711733326524661,0.738582486706718,0.721415558554452,0.769477522463846,0.782775514506094,0.694121630578577,0.720816965534981,0.736974643765897,0.754756366110021,0.697393406220323,0.720866195557904,0.624174810605557,0.767942778944611,0.741737832200577,0.688642039568162,0.750975130399361,0.778988768491889,0.772949214012356,0.807501024030237,0.699037764174305,0.726496631179618,0.777757603421764,0.783687660056778,0.821079439841894
"9","MI5",0.697476001735261,0.680967388399807,0.558538337939158,0.63511445961636,0.712801920359396,0.641996050019321,0.703849980626043,0.703206304723802,0.640418344012387,0.720885263993569,0.699758860901552,0.712395986910643,0.640330048420293,0.548886590043781,0.712630251566199,0.702721698289009,0.638209995550001,0.712942786348986,0.718489359585966,0.718378263228251,0.642324125599436,0.688712391588129,0.692598945273443,0.686382052189248,0.690550067123618,0.602079619221804,0.684586010686206,0.692445621375621,0.659242030209863,0.651068561806572
"10","MI6",0.665547303752965,0.775879158053214,0.719266866896894,0.830671588806411,0.786428801730834,0.722785391965087,0.833536946637039,0.580604593640664,0.655342220365005,0.71858698642446,0.708260001711603,0.738909865335373,0.89179549006085,0.732555632586166,0.756156623753741,0.786692260059578,0.739479876646863,0.870534201098198,0.715017341728796,0.756127032963033,0.717617728717475,0.700776772110806,0.786296467668538,0.806545928745294,0.79320404771617,0.797143565004187,0.682592718026625,0.658754346218771,0.616219303360486,0.645007860624492
"11","ON1",0.668157026109687,0.584721916933277,0.655787237740027,0.636987680585202,0.635039002322857,0.645461842070187,0.540250058293587,0.628995082550848,0.605841519731065,0.63168739726786,0.642117271164302,0.61668890198576,0.652339034827404,0.644511338841797,0.604409726746576,0.65560882307888,0.607853606468846,0.609070120116858,0.602706440512343,0.642186386265023,0.56179017689213,0.661574602489551,0.597597260164514,0.639217221368603,0.589432065703156,0.663891275477097,0.655059020569732,0.651162790439052,0.619694262407464,0.665465825511425
"12","ON2",0.603056151584385,0.655564912358245,0.647140330708097,0.663081205740688,0.541246724772303,0.582346874538807,0.595520549345081,0.659654910464019,0.674621843014938,0.62578989287178,0.644371650083758,0.553120893191734,0.685564424736597,0.638632177995855,0.737379006566984,0.596896545629559,0.555789857437779,0.722391143905068,0.677781946647034,0.6276802836688,0.687491644078923,0.573607516315073,0.620025126452278,0.604200970320765,0.636593086870595,0.656023911751302,0.625048947019881,0.698493326198898,0.654094168341874,0.702054389589676
"13","ON3",0.773299854725126,0.607732278700737,0.714739989191695,0.838674482168803,0.657882457158203,0.637965750466181,0.676307073453585,0.671004477859591,0.759708245619509,0.877399311052584,0.615015868362192,0.585120668770095,0.622012562449416,0.918120126348649,0.66463303611621,0.652652706595434,0.788008427316238,0.616522469720015,0.688409526032759,0.688743373976769,0.615328126782673,0.604650060021853,0.587225349007584,0.646395756225242,0.650682971530416,0.715738564654134,0.632142642879814,0.684110817519868,0.697719639088954,0.908257118311745
"14","ON4",0.664525961127776,0.633955216231014,0.710430512287049,0.707408362004112,0.648946503614265,0.60490151200833,0.59230688110919,0.661428304167081,0.718564328258684,0.754085348801611,0.693342816845114,0.63322422176711,0.733043583264421,0.699547897018377,0.738875677411547,0.760334679682143,0.588920304162872,0.676152743743118,0.728681635756556,0.73968912475992,0.592174106956661,0.690388822895757,0.63867574593658,0.685697194035066,0.750970373431487,0.661825192685483,0.677633631013846,0.71606363118886,0.671893655417494,0.691144900654439
"15","CO5",0.794114637503369,0.728190895544135,0.647799046881752,0.641279951540341,0.646691113590022,0.643347334034307,0.711943864657042,0.614202978851157,0.671577500336281,0.686218510110905,0.661062019623012,0.711289824645891,0.693669982923647,0.67720639645429,0.655960833602266,0.660371293494069,0.656778437497011,0.628746259361547,0.601303660966503,0.622643026276704,0.694051541984469,0.669571188062819,0.667633451126075,0.628258679264603,0.668468938417523,0.653563995813119,0.633516122515377,0.644896374676714,0.664086285134999,0.705633892497106
"16","CO6",0.730033765154684,0.72463477732989,0.612699811242229,0.698135978768405,0.600894973338734,0.74907953100091,0.645012088092752,0.717521716244012,0.714229973296553,0.670604819155434,0.668854376454266,0.709925992597187,0.676451268230208,0.643038071972922,0.743319661444413,0.63166044647405,0.67855285197545,0.684168060193112,0.594751325124572,0.70620126573092,0.602327192320493,0.611493325169269,0.671739994544449,0.627165417788287,0.75562901657484,0.647850412915003,0.70066716312988,0.605660290245054,0.677997357186137,0.592530358177953
"17","MT1",0.729727299373449,0.782813020463404,0.897808902500166,0.825046351119546,0.825502957445335,0.773970390000532,0.707368552964197,0.782540330821038,0.951795567289126,0.844070295340295,0.848285250109012,0.9384857887454,0.663933865452629,0.866233081022567,0.694701098370418,0.735663796061592,0.951617761975375,0.8627772250315,0.803284501983244,0.708918226771461,0.667731479336236,0.71856700374693,0.793867813600401,0.955589498892526,0.860443428962845,0.856207614537361,0.794786188540687,0.69625812999515,0.969880863748738,0.908089985119031
"18","MT2",0.703696573448094,0.698685816205572,0.684641615986947,0.67552256495691,0.633059430470921,0.663831540919993,0.665563856645879,0.788713584830164,0.682272951085652,0.679055432440213,0.696900086842067,0.640563361278088,0.593949415490086,0.59100229937785,0.717921605255037,0.765023436356522,0.695276569429278,0.655799842908193,0.647936329515408,0.712537859794469,0.62471744114321,0.644362963446746,0.649970373020426,0.694807777507146,0.664705794477442,0.61945702048326,0.627210403897849,0.708857186535534,0.627633551385604,0.675739664275558
"19","MT3",0.6646713528672,0.584042623444278,0.672643311071284,0.680484212368701,0.641069630242651,0.620631091184853,0.698905052784327,0.652802404920156,0.659256694143167,0.711607559885248,0.755433658701611,0.622942498410296,0.61313758063761,0.639446567343862,0.690282177248503,0.688370819760231,0.688981214606012,0.607105662590492,0.686417329592012,0.658630633247395,0.649136794988809,0.65139966428867,0.648300052251392,0.761051402796153,0.608287859061321,0.646680443293209,0.601967178260974,0.643306563291108,0.613670198770959,0.663541233783975
