"","plotID","siteIDD","z","c","organicCPercent","ph","bdod","nitrogen","cec","sand","bio2","bio8","bio18","bio4","bio12","bio15","spei","rich","funrich","coarse","fine","d15N","d13C","rootn","rootc","rootcn","bio1"
"1","AB1","AB1",0.796886974312709,36.1684054925177,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"2","AB1","AB1",0.750520900665499,39.5844304072535,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"3","AB1","AB1",0.724224558055409,42.4018446071549,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"4","AB1","AB1",0.709432423069159,44.5741401257516,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"5","AB1","AB1",0.829474016777183,31.9806487527056,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"6","AB1","AB1",0.692465463299298,46.8106724721414,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"7","AB1","AB1",0.748795524817476,39.6421977201326,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"8","AB1","AB1",0.643494816082166,53.5579823140621,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"9","AB1","AB1",0.69631492444311,46.0103510527716,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"10","AB1","AB1",0.701843801621966,46.1049891348424,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
"11","AB1","AB1",0.800980236769303,35.3799484644824,2.28133978234769,5.63776651595422,12.1367138819271,13.2738942887818,22.2800378219028,33.1934522874605,130,128,295,10284,579,64,0.108713856333418,NA,430,NA,NA,NA,NA,NA,NA,NA,5
