"","plotID","z","type"
"94","ABBY_004",0.670036319728327,"shrubScrub"
"95","ABBY_004",1.09240636798685,"shrubScrub"
"96","ABBY_004",0.68763944028971,"shrubScrub"
"97","ABBY_004",0.680268739105014,"shrubScrub"
"98","ABBY_004",0.799153923363038,"shrubScrub"
"99","ABBY_004",0.735634902351238,"shrubScrub"
"100","ABBY_004",0.875710460364493,"shrubScrub"
"101","ABBY_004",0.631725194399183,"shrubScrub"
"102","ABBY_004",0.984040355597022,"shrubScrub"
"103","ABBY_004",0.688846483335304,"shrubScrub"
"104","ABBY_004",0.697697357689382,"shrubScrub"
"105","ABBY_004",0.660069893683885,"shrubScrub"
"106","ABBY_004",0.698351434139982,"shrubScrub"
"107","ABBY_004",0.835239433045345,"shrubScrub"
"108","ABBY_004",0.824063238104922,"shrubScrub"
"109","ABBY_004",0.629920360035451,"shrubScrub"
"110","ABBY_004",0.701819505251677,"shrubScrub"
"111","ABBY_004",0.993759211011643,"shrubScrub"
"112","ABBY_004",0.821123370118402,"shrubScrub"
"113","ABBY_004",1.0037341693778,"shrubScrub"
"114","ABBY_004",0.615789412072006,"shrubScrub"
"115","ABBY_004",0.57607351439913,"shrubScrub"
"116","ABBY_004",0.891455044381204,"shrubScrub"
"117","ABBY_004",0.665677039902454,"shrubScrub"
"118","ABBY_004",0.692766098024069,"shrubScrub"
"119","ABBY_004",0.746925454619386,"shrubScrub"
"120","ABBY_004",0.695076185167483,"shrubScrub"
"121","ABBY_006",0.640832692426437,"evergreenForest"
"122","ABBY_006",0.627901827799837,"evergreenForest"
"123","ABBY_006",0.614470486635343,"evergreenForest"
"124","ABBY_006",0.572454140602921,"evergreenForest"
"125","ABBY_006",0.574126353647217,"evergreenForest"
"126","ABBY_006",0.63366775826189,"evergreenForest"
"127","ABBY_006",0.694021654126865,"evergreenForest"
"128","ABBY_006",0.639874757106394,"evergreenForest"
"129","ABBY_006",0.556026763114982,"evergreenForest"
"130","ABBY_006",0.63299952977524,"evergreenForest"
"131","ABBY_006",0.637792496792533,"evergreenForest"
"132","ABBY_006",0.670707600948706,"evergreenForest"
"133","ABBY_006",0.587024771659845,"evergreenForest"
"134","ABBY_006",0.635876718642083,"evergreenForest"
"135","ABBY_006",0.591406357619217,"evergreenForest"
"136","ABBY_006",0.692177014950585,"evergreenForest"
"137","ABBY_006",0.581604358171305,"evergreenForest"
"138","ABBY_006",0.626583046138235,"evergreenForest"
"139","ABBY_006",0.603461764187593,"evergreenForest"
"140","ABBY_006",0.599674541084639,"evergreenForest"
"141","ABBY_006",0.59162077858682,"evergreenForest"
"142","ABBY_006",0.626980116903551,"evergreenForest"
"143","ABBY_006",0.639068189413574,"evergreenForest"
"144","ABBY_006",0.625469762395737,"evergreenForest"
"145","ABBY_006",0.587934426183663,"evergreenForest"
"146","ABBY_006",0.584363354776112,"evergreenForest"
"147","ABBY_006",0.605389051696478,"evergreenForest"
"148","ABBY_006",0.575563013050824,"evergreenForest"
"149","ABBY_006",0.725373662077132,"evergreenForest"
"150","ABBY_006",0.598362130434247,"evergreenForest"
"151","ABBY_023",0.64673908273496,"mixedForest"
"152","ABBY_023",0.656186342378312,"mixedForest"
"153","ABBY_023",0.743823695293298,"mixedForest"
"154","ABBY_023",0.637512620390132,"mixedForest"
"155","ABBY_023",0.78046174368317,"mixedForest"
"156","ABBY_023",0.640724844055467,"mixedForest"
"157","ABBY_023",0.580064350134933,"mixedForest"
"158","ABBY_023",0.651163967680616,"mixedForest"
"159","ABBY_023",0.628531341529911,"mixedForest"
"160","ABBY_023",0.614065795652649,"mixedForest"
"161","ABBY_023",0.63699908724411,"mixedForest"
"162","ABBY_023",0.56503021519628,"mixedForest"
"163","ABBY_023",0.671537028182305,"mixedForest"
"164","ABBY_023",0.646403016924424,"mixedForest"
"165","ABBY_023",0.663503744068827,"mixedForest"
"166","ABBY_023",0.669679199744538,"mixedForest"
"167","ABBY_023",0.665252191558727,"mixedForest"
"168","ABBY_023",0.696978231189068,"mixedForest"
"169","ABBY_023",0.620152257007735,"mixedForest"
"170","ABBY_023",0.620295485675945,"mixedForest"
"171","ABBY_023",0.551640508787823,"mixedForest"
"172","ABBY_023",0.647666021756047,"mixedForest"
"173","ABBY_023",0.631030521375231,"mixedForest"
"174","ABBY_023",0.591556628156104,"mixedForest"
"175","ABBY_023",0.663435754121299,"mixedForest"
"176","ABBY_023",0.60776570141845,"mixedForest"
"177","ABBY_023",0.64940713933281,"mixedForest"
"178","ABBY_023",0.725955607501901,"mixedForest"
"179","ABBY_023",0.603799208263291,"mixedForest"
"180","ABBY_023",0.548689012348319,"mixedForest"
"181","ABBY_061",0.702855081655426,"evergreenForest"
"182","ABBY_061",0.858495401369604,"evergreenForest"
"183","ABBY_061",0.946799178620982,"evergreenForest"
"184","ABBY_061",0.628404048275745,"evergreenForest"
"185","ABBY_061",0.922330156047024,"evergreenForest"
"186","ABBY_061",0.703802601259569,"evergreenForest"
"187","ABBY_061",0.631091730576112,"evergreenForest"
"188","ABBY_061",0.725563622011554,"evergreenForest"
"189","ABBY_061",0.805916341271765,"evergreenForest"
"190","ABBY_061",0.816809280316046,"evergreenForest"
"191","ABBY_061",0.651324354753775,"evergreenForest"
"192","ABBY_061",0.753944298617962,"evergreenForest"
"193","ABBY_061",0.804591476045465,"evergreenForest"
"194","ABBY_061",0.697235386312679,"evergreenForest"
"195","ABBY_061",0.734326053595061,"evergreenForest"
"196","ABBY_061",0.697522174822678,"evergreenForest"
"197","ABBY_061",0.650973021912532,"evergreenForest"
"198","ABBY_061",0.848483009901383,"evergreenForest"
"199","ABBY_061",0.802939735342238,"evergreenForest"
"200","ABBY_061",0.884042144066292,"evergreenForest"
"201","ABBY_061",0.705884762020043,"evergreenForest"
"202","ABBY_061",0.771776460496747,"evergreenForest"
"203","ABBY_061",0.945323803828546,"evergreenForest"
"204","ABBY_061",0.730360382202323,"evergreenForest"
"205","ABBY_061",0.800839918274365,"evergreenForest"
"206","ABBY_061",0.754235347931907,"evergreenForest"
"207","ABBY_061",0.726161518057283,"evergreenForest"
"208","ABBY_061",0.90728658837823,"evergreenForest"
"209","ABBY_061",0.729438047561785,"evergreenForest"
"210","ABBY_061",0.759105284987279,"evergreenForest"
"211","ABBY_063",0.668402239627763,"evergreenForest"
"212","ABBY_063",0.904519196889377,"evergreenForest"
"213","ABBY_063",0.884808912623319,"evergreenForest"
"214","ABBY_063",0.929786458461824,"evergreenForest"
"215","ABBY_063",0.640380604970404,"evergreenForest"
"216","ABBY_063",0.939738484964514,"evergreenForest"
"217","ABBY_063",1.02433045084865,"evergreenForest"
"218","ABBY_063",0.880607374487108,"evergreenForest"
"219","ABBY_063",0.709754022798412,"evergreenForest"
"220","ABBY_063",0.715989943138352,"evergreenForest"
"221","ABBY_063",0.735929217735362,"evergreenForest"
"222","ABBY_063",0.718413010938113,"evergreenForest"
"223","ABBY_063",0.857037183604525,"evergreenForest"
"224","ABBY_063",0.678107290034064,"evergreenForest"
"225","ABBY_063",0.737962746128284,"evergreenForest"
"226","ABBY_063",0.750741707299676,"evergreenForest"
"227","ABBY_063",0.646159089765433,"evergreenForest"
"228","ABBY_063",0.853611605479115,"evergreenForest"
"229","ABBY_063",0.862089549121184,"evergreenForest"
"230","ABBY_063",0.755307381214984,"evergreenForest"
"231","ABBY_063",0.726659591524196,"evergreenForest"
"232","ABBY_063",0.737504640160276,"evergreenForest"
"233","ABBY_063",0.769691397966509,"evergreenForest"
"234","ABBY_063",0.73004054291634,"evergreenForest"
"235","ABBY_063",0.813273813595915,"evergreenForest"
"236","ABBY_063",0.62152736428738,"evergreenForest"
"237","ABBY_063",0.743005630135398,"evergreenForest"
"238","ABBY_063",0.719715272123406,"evergreenForest"
"239","ABBY_063",0.800616977333585,"evergreenForest"
"240","ABBY_063",0.809209401903884,"evergreenForest"
"241","ABBY_070",0.781476939330259,"evergreenForest"
"242","ABBY_070",0.881736168239029,"evergreenForest"
"243","ABBY_070",0.656425323726421,"evergreenForest"
"244","ABBY_070",0.912136885621297,"evergreenForest"
"245","ABBY_070",0.684632145379523,"evergreenForest"
"246","ABBY_070",0.633208367610801,"evergreenForest"
"247","ABBY_070",0.868132571285077,"evergreenForest"
"248","ABBY_070",0.77307680243033,"evergreenForest"
"249","ABBY_070",0.820200804623287,"evergreenForest"
"250","ABBY_070",0.798982227387526,"evergreenForest"
"251","ABBY_070",0.927499278893071,"evergreenForest"
"252","ABBY_070",0.683429007027583,"evergreenForest"
"253","ABBY_070",0.888606134903467,"evergreenForest"
"254","ABBY_070",0.723210235739312,"evergreenForest"
"255","ABBY_070",0.648041101912766,"evergreenForest"
"256","ABBY_070",0.778633685826333,"evergreenForest"
"257","ABBY_070",0.759197210568874,"evergreenForest"
"258","ABBY_070",0.635729473036605,"evergreenForest"
"259","ABBY_070",0.704625381265134,"evergreenForest"
"260","ABBY_070",0.656549735284364,"evergreenForest"
"261","ABBY_070",0.725759515094837,"evergreenForest"
"262","ABBY_070",0.891937153440214,"evergreenForest"
"263","ABBY_070",0.801632014181169,"evergreenForest"
"264","ABBY_070",0.923842052178369,"evergreenForest"
"265","ABBY_070",0.955036953029356,"evergreenForest"
"266","ABBY_070",0.855116017302881,"evergreenForest"
"267","ABBY_070",0.768751621516338,"evergreenForest"
"268","ABBY_070",0.908404736615401,"evergreenForest"
"269","ABBY_070",0.697923190911272,"evergreenForest"
"270","ABBY_070",0.818663251250334,"evergreenForest"
"331","BARR_004",0.789232480173465,"sedgeHerbaceous"
"332","BARR_004",0.551022933911751,"sedgeHerbaceous"
"333","BARR_004",1.02589703009655,"sedgeHerbaceous"
"334","BARR_004",0.52101022452712,"sedgeHerbaceous"
"335","BARR_004",0.514509178100835,"sedgeHerbaceous"
"336","BARR_004",0.551022933911751,"sedgeHerbaceous"
"337","BARR_004",0.819245189558095,"sedgeHerbaceous"
"338","BARR_004",1.02589703009655,"sedgeHerbaceous"
"339","BARR_004",0.514509178100835,"sedgeHerbaceous"
"340","BARR_004",1.03239807652283,"sedgeHerbaceous"
"341","BARR_004",0.782731433747179,"sedgeHerbaceous"
"342","BARR_004",0.789232480173465,"sedgeHerbaceous"
"343","BARR_004",0.789232480173465,"sedgeHerbaceous"
"344","BARR_004",0.514509178100835,"sedgeHerbaceous"
"345","BARR_004",0.514509178100835,"sedgeHerbaceous"
"346","BARR_004",1.02589703009655,"sedgeHerbaceous"
"347","BARR_004",0.819245189558095,"sedgeHerbaceous"
"348","BARR_004",1.03239807652283,"sedgeHerbaceous"
"349","BARR_004",1.03239807652283,"sedgeHerbaceous"
"350","BARR_004",0.819245189558095,"sedgeHerbaceous"
"351","BARR_004",1.02589703009655,"sedgeHerbaceous"
"352","BARR_004",1.03239807652283,"sedgeHerbaceous"
"353","BARR_004",0.789232480173465,"sedgeHerbaceous"
"354","BARR_004",0.819245189558095,"sedgeHerbaceous"
"355","BARR_004",0.52101022452712,"sedgeHerbaceous"
"356","BARR_004",0.782731433747179,"sedgeHerbaceous"
"357","BARR_004",1.02589703009655,"sedgeHerbaceous"
"358","BARR_004",1.02589703009655,"sedgeHerbaceous"
"359","BARR_004",0.551022933911751,"sedgeHerbaceous"
"360","BARR_004",1.06241078590746,"sedgeHerbaceous"
"451","BART_001",0.705319490904424,"mixedForest"
"452","BART_001",0.743686684842182,"mixedForest"
"453","BART_001",0.722416382698634,"mixedForest"
"454","BART_001",0.782903133049521,"mixedForest"
"455","BART_001",0.816797793471131,"mixedForest"
"456","BART_001",0.820859358593317,"mixedForest"
"457","BART_001",0.695379158616379,"mixedForest"
"458","BART_001",0.758609207116568,"mixedForest"
"459","BART_001",0.799815563991632,"mixedForest"
"460","BART_001",0.773979124389311,"mixedForest"
"461","BART_001",0.767874425647665,"mixedForest"
"462","BART_001",0.71986300720311,"mixedForest"
"463","BART_001",0.797340183067038,"mixedForest"
"464","BART_001",0.836257052198774,"mixedForest"
"465","BART_001",0.795324416156615,"mixedForest"
"466","BART_001",0.738185258417412,"mixedForest"
"467","BART_001",0.764886228909514,"mixedForest"
"468","BART_001",0.759483283828812,"mixedForest"
"469","BART_001",0.747839725736578,"mixedForest"
"470","BART_001",0.796430529821123,"mixedForest"
"471","BART_001",0.937268729808947,"mixedForest"
"472","BART_001",0.773837518726022,"mixedForest"
"473","BART_001",0.73841872948654,"mixedForest"
"474","BART_001",0.676406783364794,"mixedForest"
"475","BART_001",0.759521486776503,"mixedForest"
"476","BART_001",0.864864051559255,"mixedForest"
"477","BART_001",0.709977154566423,"mixedForest"
"478","BART_001",0.736928080497379,"mixedForest"
"479","BART_001",0.772980621266855,"mixedForest"
"480","BART_001",0.815506286276987,"mixedForest"
"481","BART_002",0.660859206360737,"deciduousForest"
"482","BART_002",0.526421285831698,"deciduousForest"
"483","BART_002",0.698954633683249,"deciduousForest"
"484","BART_002",0.64613982171246,"deciduousForest"
"485","BART_002",0.605392599254838,"deciduousForest"
"486","BART_002",0.591291112366155,"deciduousForest"
"487","BART_002",0.804552990256861,"deciduousForest"
"488","BART_002",0.580314708544403,"deciduousForest"
"489","BART_002",0.631861153512302,"deciduousForest"
"490","BART_002",0.689831400663518,"deciduousForest"
"491","BART_002",0.588998395089854,"deciduousForest"
"492","BART_002",0.598768503317961,"deciduousForest"
"493","BART_002",0.64285703522986,"deciduousForest"
"494","BART_002",0.590979343072286,"deciduousForest"
"495","BART_002",0.576046573862559,"deciduousForest"
"496","BART_002",0.780926435774792,"deciduousForest"
"497","BART_002",0.614951926448237,"deciduousForest"
"498","BART_002",0.799327588622456,"deciduousForest"
"499","BART_002",0.62923849048301,"deciduousForest"
"500","BART_002",0.606462463521879,"deciduousForest"
"501","BART_002",0.762566786500888,"deciduousForest"
"502","BART_002",0.72011948381049,"deciduousForest"
"503","BART_002",0.61178482300514,"deciduousForest"
"504","BART_002",0.658732277743046,"deciduousForest"
"505","BART_002",0.660351811834774,"deciduousForest"
"506","BART_002",0.592370170673569,"deciduousForest"
"507","BART_002",0.761067574781183,"deciduousForest"
"508","BART_002",0.60071213307132,"deciduousForest"
"509","BART_002",0.73811502646206,"deciduousForest"
"510","BART_002",0.821232375798724,"deciduousForest"
"511","BART_003",0.783190431839531,"deciduousForest"
"512","BART_003",0.671002301723405,"deciduousForest"
"513","BART_003",0.659868653226421,"deciduousForest"
"514","BART_003",0.743000291839296,"deciduousForest"
"515","BART_003",0.723562992023779,"deciduousForest"
"516","BART_003",0.664910335919474,"deciduousForest"
"517","BART_003",0.688607682859953,"deciduousForest"
"518","BART_003",0.61309335971505,"deciduousForest"
"519","BART_003",0.843997605351776,"deciduousForest"
"520","BART_003",0.780040933464908,"deciduousForest"
"521","BART_003",0.570193402724259,"deciduousForest"
"522","BART_003",0.633100189920099,"deciduousForest"
"523","BART_003",0.544262528032185,"deciduousForest"
"524","BART_003",0.618383721285383,"deciduousForest"
"525","BART_003",0.711687524414359,"deciduousForest"
"526","BART_003",0.619145089684205,"deciduousForest"
"527","BART_003",0.765533143029115,"deciduousForest"
"528","BART_003",0.70014523622313,"deciduousForest"
"529","BART_003",0.689685976544178,"deciduousForest"
"530","BART_003",0.597829681637195,"deciduousForest"
"531","BART_003",0.667671045496851,"deciduousForest"
"532","BART_003",0.882263501795325,"deciduousForest"
"533","BART_003",0.620876538244907,"deciduousForest"
"534","BART_003",0.751390647533023,"deciduousForest"
"535","BART_003",0.705919145010031,"deciduousForest"
"536","BART_003",0.619353989757654,"deciduousForest"
"537","BART_003",0.634078305514922,"deciduousForest"
"538","BART_003",0.790362066860309,"deciduousForest"
"539","BART_003",0.776055954126443,"deciduousForest"
"540","BART_003",0.801251519145715,"deciduousForest"
"541","BART_004",0.690139947276195,"mixedForest"
"542","BART_004",0.784737567667135,"mixedForest"
"543","BART_004",0.756169539894466,"mixedForest"
"544","BART_004",0.594027905372417,"mixedForest"
"545","BART_004",0.67606585194046,"mixedForest"
"546","BART_004",0.671920854783473,"mixedForest"
"547","BART_004",0.652587761850171,"mixedForest"
"548","BART_004",0.740077898183678,"mixedForest"
"549","BART_004",0.669351136200519,"mixedForest"
"550","BART_004",0.761353924776642,"mixedForest"
"551","BART_004",0.746062342171213,"mixedForest"
"552","BART_004",0.737093002754314,"mixedForest"
"553","BART_004",0.754115443561105,"mixedForest"
"554","BART_004",0.644060017929358,"mixedForest"
"555","BART_004",0.93470202100348,"mixedForest"
"556","BART_004",0.743817326025091,"mixedForest"
"557","BART_004",0.719108214820692,"mixedForest"
"558","BART_004",0.677041380577198,"mixedForest"
"559","BART_004",0.529879704622665,"mixedForest"
"560","BART_004",0.806317414064483,"mixedForest"
"561","BART_004",0.73855822277629,"mixedForest"
"562","BART_004",0.688768696394472,"mixedForest"
"563","BART_004",0.690550213272206,"mixedForest"
"564","BART_004",0.767940899421884,"mixedForest"
"565","BART_004",0.78310330073621,"mixedForest"
"566","BART_004",0.659074832085764,"mixedForest"
"567","BART_004",0.690981231448044,"mixedForest"
"568","BART_004",0.826120476701194,"mixedForest"
"569","BART_004",0.556146295095943,"mixedForest"
"570","BART_004",0.960851400360537,"mixedForest"
"571","BART_023",0.732524335279593,"evergreenForest"
"572","BART_023",0.687058944157699,"evergreenForest"
"573","BART_023",0.661754113283651,"evergreenForest"
"574","BART_023",0.672737057837763,"evergreenForest"
"575","BART_023",0.74995173193185,"evergreenForest"
"576","BART_023",0.761023355176173,"evergreenForest"
"577","BART_023",0.623699124657848,"evergreenForest"
"578","BART_023",0.757774177657755,"evergreenForest"
"579","BART_023",0.804236567291469,"evergreenForest"
"580","BART_023",0.720727470012719,"evergreenForest"
"581","BART_023",0.706371141009995,"evergreenForest"
"582","BART_023",0.754591364176919,"evergreenForest"
"583","BART_023",0.755488329238606,"evergreenForest"
"584","BART_023",0.773680854109488,"evergreenForest"
"585","BART_023",0.777833603819757,"evergreenForest"
"586","BART_023",0.821390751810769,"evergreenForest"
"587","BART_023",0.692607661720933,"evergreenForest"
"588","BART_023",0.653471769954572,"evergreenForest"
"589","BART_023",0.696260519254136,"evergreenForest"
"590","BART_023",0.718848536240676,"evergreenForest"
"591","BART_023",0.838916908427272,"evergreenForest"
"592","BART_023",0.61522704511247,"evergreenForest"
"593","BART_023",0.722235772296351,"evergreenForest"
"594","BART_023",0.85199879840805,"evergreenForest"
"595","BART_023",0.671848919712516,"evergreenForest"
"596","BART_023",0.73326016472289,"evergreenForest"
"597","BART_023",0.712180193071238,"evergreenForest"
"598","BART_023",0.70557664572111,"evergreenForest"
"599","BART_023",0.633074015264576,"evergreenForest"
"600","BART_023",0.745805660973023,"evergreenForest"
"601","BART_024",0.735269097668892,"evergreenForest"
"602","BART_024",0.805564924296092,"evergreenForest"
"603","BART_024",0.817021176550618,"evergreenForest"
"604","BART_024",0.602279537039978,"evergreenForest"
"605","BART_024",0.83674382781102,"evergreenForest"
"606","BART_024",0.605635233029826,"evergreenForest"
"607","BART_024",0.709895026942116,"evergreenForest"
"608","BART_024",0.713688797462011,"evergreenForest"
"609","BART_024",0.685179909344457,"evergreenForest"
"610","BART_024",0.786048457366164,"evergreenForest"
"611","BART_024",0.678913434281514,"evergreenForest"
"612","BART_024",0.913608890754172,"evergreenForest"
"613","BART_024",0.897668107897808,"evergreenForest"
"614","BART_024",0.750701584764999,"evergreenForest"
"615","BART_024",0.668656174261811,"evergreenForest"
"616","BART_024",0.780265204178226,"evergreenForest"
"617","BART_024",0.627101591594462,"evergreenForest"
"618","BART_024",0.76764569102065,"evergreenForest"
"619","BART_024",0.729873110086056,"evergreenForest"
"620","BART_024",0.726897311563455,"evergreenForest"
"621","BART_024",0.559450196132223,"evergreenForest"
"622","BART_024",0.683177431295646,"evergreenForest"
"623","BART_024",0.816973156724724,"evergreenForest"
"624","BART_024",0.607177290890059,"evergreenForest"
"625","BART_024",0.851172904954545,"evergreenForest"
"626","BART_024",0.882757809106241,"evergreenForest"
"627","BART_024",0.897503352628696,"evergreenForest"
"628","BART_024",0.808112070543595,"evergreenForest"
"629","BART_024",0.901863614341119,"evergreenForest"
"630","BART_024",0.616493653833031,"evergreenForest"
"631","BART_036",0.731601744082977,"deciduousForest"
"632","BART_036",0.905849411799918,"deciduousForest"
"633","BART_036",0.603853901620493,"deciduousForest"
"634","BART_036",0.664534269788678,"deciduousForest"
"635","BART_036",0.814485020072629,"deciduousForest"
"636","BART_036",0.903707347640086,"deciduousForest"
"637","BART_036",0.847768572833297,"deciduousForest"
"638","BART_036",0.762626732619009,"deciduousForest"
"639","BART_036",0.85821576620193,"deciduousForest"
"640","BART_036",0.64269091974363,"deciduousForest"
"641","BART_036",0.685039102892333,"deciduousForest"
"642","BART_036",0.863949424463795,"deciduousForest"
"643","BART_036",0.744318454976374,"deciduousForest"
"644","BART_036",0.609169199017804,"deciduousForest"
"645","BART_036",0.765485355043963,"deciduousForest"
"646","BART_036",0.764501663761163,"deciduousForest"
"647","BART_036",0.859229364777725,"deciduousForest"
"648","BART_036",0.711691132531253,"deciduousForest"
"649","BART_036",0.739237290590072,"deciduousForest"
"650","BART_036",0.618678599940685,"deciduousForest"
"651","BART_036",0.853771857866917,"deciduousForest"
"652","BART_036",0.662997671617591,"deciduousForest"
"653","BART_036",0.632475783495474,"deciduousForest"
"654","BART_036",0.833958253654068,"deciduousForest"
"655","BART_036",0.863041481011814,"deciduousForest"
"656","BART_036",0.854727661549877,"deciduousForest"
"657","BART_036",0.821626255721324,"deciduousForest"
"658","BART_036",0.647881578008953,"deciduousForest"
"659","BART_036",0.62702337397008,"deciduousForest"
"660","BART_036",0.627319448948471,"deciduousForest"
"661","BART_040",0.887238439764804,"deciduousForest"
"662","BART_040",0.786700017630026,"deciduousForest"
"663","BART_040",0.675326939682376,"deciduousForest"
"664","BART_040",0.504691479355912,"deciduousForest"
"665","BART_040",0.952843420106245,"deciduousForest"
"666","BART_040",0.873512870959378,"deciduousForest"
"667","BART_040",0.826231296354609,"deciduousForest"
"668","BART_040",0.599984073178247,"deciduousForest"
"669","BART_040",0.836279970806734,"deciduousForest"
"670","BART_040",0.775811564642083,"deciduousForest"
"671","BART_040",0.829962347516773,"deciduousForest"
"672","BART_040",0.71128178967798,"deciduousForest"
"673","BART_040",0.562954732364434,"deciduousForest"
"674","BART_040",0.688766986278007,"deciduousForest"
"675","BART_040",0.81098330725403,"deciduousForest"
"676","BART_040",0.989480447552588,"deciduousForest"
"677","BART_040",0.858443134034559,"deciduousForest"
"678","BART_040",0.578784817685978,"deciduousForest"
"679","BART_040",0.53062408270754,"deciduousForest"
"680","BART_040",0.804405588804705,"deciduousForest"
