"","plotID","d15N","d13C","nitrogenPercent","carbonPercent","CNratio"
"348","HEAL_059",-1.75,-28.125,0.9925,51.4725,55.8
"349","HEAL_061",-3.55,-28.325,0.7375,51.835,73.225
"350","HEAL_066",-1.46666666666667,-27.8,0.873333333333333,48.8366666666667,58.8666666666667
"351","HEAL_068",-2.53333333333333,-27.1333333333333,0.653333333333333,50.7166666666667,79.5333333333333
"352","JERC_047",NA,NA,NA,NA,NA
"353","JERC_048",NA,NA,NA,NA,NA
"354","JERC_049",NA,NA,NA,NA,NA
"355","JERC_050",NA,NA,NA,NA,NA
"356","JERC_051",NA,NA,NA,NA,NA
"357","JERC_052",NA,NA,NA,NA,NA
"358","JERC_053",NA,NA,NA,NA,NA
"359","JERC_054",NA,NA,NA,NA,NA
"360","JERC_055",NA,NA,NA,NA,NA
"361","JERC_056",NA,NA,NA,NA,NA
"362","JERC_057",NA,NA,NA,NA,NA
"363","JERC_058",NA,NA,NA,NA,NA
"364","JERC_059",NA,NA,NA,NA,NA
"365","JERC_060",NA,NA,NA,NA,NA
"366","JERC_061",NA,NA,NA,NA,NA
"367","JERC_062",NA,NA,NA,NA,NA
"368","JERC_063",NA,NA,NA,NA,NA
"369","JERC_064",NA,NA,NA,NA,NA
"370","JERC_065",NA,NA,NA,NA,NA
"371","JERC_066",NA,NA,NA,NA,NA
"372","JORN_042",NA,NA,NA,NA,NA
"373","JORN_043",0.62,-21.4,1.242,42.904,40.5
"374","JORN_044",0.35,-17.975,0.8425,47.6725,61.325
"375","JORN_045",-0.416666666666667,-21.4166666666667,1.12833333333333,40.875,39.0333333333333
"376","JORN_046",1.11666666666667,-19.85,1.375,41.7466666666667,35.55
"377","JORN_047",NA,NA,NA,NA,NA
"378","JORN_048",1.15,-21.425,1.34,40.735,30.5
"379","JORN_049",0.333333333333333,-16.6,1.41,39.9433333333333,29.4666666666667
"380","JORN_050",0.175,-20.575,1.225,47.2425,41.6
"381","JORN_051",0.725,-21.1,1.245,38.4475,31.75
"382","JORN_052",1.06,-20.04,0.974,41.494,44.1
"383","JORN_053",NA,NA,NA,NA,NA
"384","JORN_054",0.666666666666667,-15.0333333333333,0.86,46.67,55.5333333333333
"385","JORN_055",NA,NA,NA,NA,NA
"386","JORN_056",1.03333333333333,-15.9333333333333,0.853333333333333,37.5266666666667,43.5
"387","JORN_057",1.775,-20.025,1.075,44.3125,46.8
"388","JORN_058",0.733333333333333,-16.4,1.12666666666667,40.5666666666667,35.8166666666667
"389","JORN_059",-0.2,-18.48,0.928,46.806,59
"390","JORN_060",0.4,-20.3666666666667,0.903333333333333,46.75,59.4333333333333
"391","JORN_061",0.52,-20.34,1.138,40.464,40.4
"392","JORN_062",0.825,-16.025,0.9,43.26,52.125
"393","JORN_063",0.32,-16.58,0.824,36.01,48.7
"394","JORN_064",0.757142857142857,-19.0428571428571,1.30428571428571,45.84,39.8857142857143
"395","JORN_065",1.35,-18.7,1.36,40.67,31.525
"396","JORN_066",-0.78,-22.48,1.628,46.644,30.02
"397","JORN_067",NA,NA,NA,NA,NA
"398","JORN_068",1.28,-16.88,0.886,44.228,52.26
"399","JORN_069",0.1,-19.175,1.2025,39.8025,32.9
"400","JORN_070",0.966666666666667,-17.1666666666667,0.806666666666667,46.1266666666667,68.6666666666667
"401","JORN_071",0.88,-20.58,1.062,38.924,37.4
"402","KONA_049",0.4,-25,2.06,37.12,18
"403","KONA_050",0.1,-26.1,2.425,38.22,15.75
"404","KONA_051",1.55,-25.4,1.785,37.29,22.1
"405","KONA_052",2.6,-26.45,1.73,32.66,18.7
"406","KONA_054",0.3,-26.95,2.27,42.54,18.8
"407","KONA_055",1.8,-27.1,2.47,43.2,17.5
"408","KONA_056",2,-26.75,1.805,42.14,24.8
"409","KONA_057",0.7,-27.5,1.6,28.87,18
"410","KONA_058",0.85,-27,2.07,40.18,19.8
"411","KONA_059",1.9,-26.8,1.115,45.88,41.75
"412","KONA_061",2.6,-25.8,1.71,28.42,16.6
"413","KONA_062",1.2,-27.8,1.52,33.95,22.4
"414","KONA_063",2.1,-26.55,2.405,42.395,17.65
"415","KONA_064",-0.05,-25.95,1.505,40.18,28.1
"416","KONA_065",2.45,-27.1,1.825,43.26,24.35
"417","KONA_066",1.55,-22.95,2.085,40.155,19.75
"418","KONA_068",1.3,-24.3,1.74,44.45,25.6
"419","KONA_070",1.6,-26,2.205,44.575,20.9
"420","KONA_071",2.1,-23.9,1.455,50.025,34.35
"421","KONA_072",3,-26.4,2.15,36.76,17.1
"422","KONA_073",-0.133333333333333,-26.2666666666667,1.44666666666667,30.8533333333333,23.3333333333333
"423","KONA_074",2.6,-25.2,1.65,41.39,25.1
"424","KONA_075",1.35,-29.3,1.67,36.67,22.65
"425","KONA_076",1,-27.2,1.965,43.035,24.35
"426","KONA_077",-0.1,-27.9,1.56,39.44,25.3
"427","KONZ_042",-2.1375,-21.725,0.82875,47.205,59.4625
"428","KONZ_043",-0.857142857142857,-19.4142857142857,0.705714285714286,43.8242857142857,64.7857142857143
"429","KONZ_044",-2.6375,-14.75,0.4325,44.97,125.55
"430","KONZ_045",-1.87142857142857,-18.2571428571429,0.658571428571429,43.6085714285714,71.7285714285714
"431","KONZ_046",-1.91428571428571,-27.5285714285714,0.748571428571429,43.6542857142857,77.7428571428571
"432","KONZ_047",-2.22857142857143,-16.1571428571429,0.647142857142857,44.1871428571429,70.1714285714286
"433","KONZ_048",-1.58,-16.78,0.68,43.37,68.34
"434","KONZ_049",-1.98571428571429,-17.2714285714286,0.471428571428571,44.9085714285714,109.314285714286
"435","KONZ_050",-1.46666666666667,-18.2833333333333,0.511666666666667,43.32,89.5
"436","KONZ_051",-3,-14.2857142857143,0.481428571428571,44.3942857142857,98.8285714285714
"437","KONZ_052",-2.62857142857143,-15.7714285714286,0.508571428571429,46.2028571428571,96.5428571428571
"438","KONZ_053",-0.0428571428571429,-21.0285714285714,0.765714285714286,44.13,77.3714285714286
"439","KONZ_054",-1.61428571428571,-17.5285714285714,0.605714285714286,43.2571428571429,82.7285714285714
"440","KONZ_055",-2.63333333333333,-22.8166666666667,0.66,45.6516666666667,74.8
"441","KONZ_056",-2.26666666666667,-15.6833333333333,0.515,43.785,89.9
"442","KONZ_057",-1.6375,-19.775,0.92625,44.81625,56.3875
"443","KONZ_058",-1.38571428571429,-24.6571428571429,0.74,46.17,64.8428571428571
"444","KONZ_059",-1.7875,-24.9,0.8825,47.21375,58.35
"445","KONZ_060",-2.57142857142857,-15.8285714285714,0.527142857142857,45.6885714285714,88
"446","KONZ_061",-1.87142857142857,-24.4571428571429,1.12,44.1528571428571,43.1142857142857
"447","KONZ_062",-1.32222222222222,-18.0666666666667,0.734444444444444,46.0433333333333,66.3
"448","KONZ_063",-0.075,-28.25,0.9225,42.01125,54.3375
"449","KONZ_064",-0.542857142857143,-28.1285714285714,0.992857142857143,43.9357142857143,46.9857142857143
"450","KONZ_065",-1.6,-18.5,0.564285714285714,42.9257142857143,78.5714285714286
"451","KONZ_066",-0.0857142857142857,-21.3571428571429,0.834285714285714,45.5285714285714,58.1857142857143
"452","KONZ_067",-1.62857142857143,-23.8714285714286,0.697142857142857,43.27,68.3857142857143
"453","KONZ_068",-0.857142857142857,-20.9571428571429,0.552857142857143,44.16,82.2428571428571
"454","KONZ_069",-0.955555555555556,-24.1222222222222,0.886666666666667,44.2388888888889,61.3
"455","KONZ_070",-0.528571428571429,-22.6857142857143,0.567142857142857,43.8885714285714,83.0285714285714
"456","KONZ_071",NA,NA,NA,NA,NA
"457","LAJA_041",3.8,-16.6333333333333,1.6,45.8533333333333,28.8
"458","LAJA_042",7.03333333333333,-14.1333333333333,0.75,47.2033333333333,72.5
"459","LAJA_043",4.65,-14.5,0.705,45.51,65.45
"460","LAJA_044",8.05,-13.6,0.705,47.445,68
"461","LAJA_045",4.3,-13.4666666666667,0.693333333333333,44.4166666666667,76.0333333333333
"462","LAJA_046",6.15,-12.65,0.615,45.39,74.25
"463","LAJA_047",3.45,-21.3,1.41,47.82,34.25
"464","LAJA_048",6.6,-12.5,0.76,45.57,60.3
"465","LAJA_049",6.2,-19.25,0.62,47.285,82.25
"466","LAJA_050",6.9,-14.4333333333333,1.04333333333333,46.7633333333333,45.6333333333333
"467","LAJA_051",11.05,-13.3,0.96,46.78,52.4
"468","LAJA_052",5.3,-14.15,0.83,47.86,64.8
"469","LAJA_053",8.4,-21.4666666666667,1.18,46.84,39.8666666666667
"470","LAJA_054",4.85,-14.4,1.2475,47.095,38.225
"471","LAJA_055",4.86666666666667,-13.4666666666667,0.616666666666667,45.0166666666667,77.5333333333333
"472","LAJA_056",5.05,-13.9,0.86,44.285,55.65
"473","LAJA_057",14.9,-14.5,1.63,47.6375,29.55
"474","LAJA_058",4.95,-12.95,0.565,42.46,75.5
"475","LAJA_059",5.05,-13.35,0.76,46.18,64.75
"476","LAJA_060",7.95,-20.4,1.305,46.46,36.5
"477","LAJA_061",1.7,-19.3666666666667,1.28333333333333,47.1933333333333,37.7333333333333
"478","LAJA_062",7.23333333333333,-13.7,1.08666666666667,45.2866666666667,41.8666666666667
"479","LAJA_063",6.73333333333333,-19.8666666666667,1.03666666666667,48.2233333333333,49.3333333333333
"480","LAJA_064",7.1,-14.65,1.05,47.52,45.6
"481","LAJA_065",6.75,-14,1.15,47.335,42.85
"482","LAJA_066",4.4,-13.3,0.775,45.74,61.9
"483","LAJA_067",3.65,-16.95,0.83,43.07,52.7
"484","LAJA_068",6.175,-13.75,0.615,44.6075,84.85
"485","LAJA_069",-0.5,-25.15,2.75,47.605,17.5
"486","LAJA_070",5.7,-13.3,1.12,42.605,38.7
"487","LENO_061",2.5375,-29.6375,0.835,44.48,59.5875
"488","LENO_062",1.675,-30.2375,0.70875,45.19125,70.6875
"489","LENO_063",0.611111111111111,-29.8777777777778,0.75,44.52,69.7
"490","LENO_064",0.322222222222222,-30.3222222222222,0.583333333333333,44.3177777777778,86.2666666666667
"491","LENO_065",1.6,-31.0875,0.8025,45.1,60.3
"492","LENO_066",0.2,-30.3,0.6625,45.5875,75.4375
"493","LENO_067",2.54444444444444,-30.5444444444444,0.804444444444444,46.48,61.9333333333333
"494","LENO_068",2.02222222222222,-30.8111111111111,0.95,47.6444444444444,53.8222222222222
"495","LENO_069",3.7625,-30.7,0.95625,49.3875,60.125
"496","LENO_070",0.522222222222222,-30.7444444444444,0.738888888888889,48.6322222222222,72.1333333333333
"497","MLBS_061",-0.177777777777778,-28.3111111111111,0.825555555555555,49.0722222222222,74.0666666666667
"498","MLBS_062",-0.78,-27.72,0.702,47.468,84.42
"499","MLBS_063",-0.875,-28.825,0.92375,48.84125,67.4125
"500","MLBS_064",-0.025,-27.85,0.96875,48.58,62.325
"501","MLBS_065",0.544444444444445,-28.2,0.906666666666667,46.5933333333333,63.8444444444444
"502","MLBS_066",-0.255555555555556,-28.9,0.866666666666667,45.8677777777778,59.1333333333333
"503","MLBS_067",-0.8625,-28.475,0.77625,46.09625,70.9875
"504","MLBS_068",-0.8125,-28.2875,0.6725,47.04,84.1
"505","MLBS_069",0.288888888888889,-28.3888888888889,0.73,47.5711111111111,75.8666666666667
"506","MLBS_070",-0.177777777777778,-27.7888888888889,0.748888888888889,47.1844444444444,74.9555555555556
"507","MLBS_071",-0.025,-28.6625,0.6775,46.33375,80.8375
"508","MLBS_072",1.65,-28.25,0.79625,46.06125,68.4375
"509","MLBS_073",-0.533333333333333,-28.3222222222222,0.814444444444444,48.1777777777778,66.1333333333333
"510","MLBS_074",1,-28.0222222222222,0.84,47.2277777777778,58.3333333333333
"511","MLBS_075",-1.5375,-28.675,0.555,47.695,95.1375
"512","MLBS_076",0.2,-28.0444444444444,0.66,46.2444444444444,76.1111111111111
"513","MOAB_044",4.175,-19.35,1.18375,44.82125,43.7625
"514","MOAB_045",3.51666666666667,-17.6333333333333,0.975,40.88,42.7166666666667
"515","MOAB_046",2.4,-17.6166666666667,1.25666666666667,41.79,33.6166666666667
"516","MOAB_047",2.32857142857143,-15.3428571428571,1.01,44.7185714285714,48.3857142857143
"517","MOAB_048",2.5125,-22.9,1.1425,48.5525,45.3
"518","MOAB_049",3.74285714285714,-20.9142857142857,1.16714285714286,47.8614285714286,44.2571428571429
"519","MOAB_050",2.8375,-22.6625,1.3725,47.405,39.975
"520","MOAB_051",3.5,-18.1,1.2725,47.0075,41.6
"521","MOAB_052",3.48,-21.48,1.308,47.236,36.76
"522","MOAB_053",3.26666666666667,-21.1166666666667,1.18166666666667,47.4116666666667,44.2833333333333
"523","MOAB_054",3.9,-20.175,1.18,43.87375,37.4125
"524","MOAB_055",2.8625,-18.9875,1.07625,44.91625,44.9
"525","MOAB_056",3.05,-18.85,0.913333333333333,48.4166666666667,55.5166666666667
"526","MOAB_057",2.275,-15.25,1.0375,42.9975,42.475
"527","MOAB_058",3.34285714285714,-19.3285714285714,1.25142857142857,44.6257142857143,39.1428571428571
"528","MOAB_059",3.13333333333333,-19.0166666666667,0.926666666666667,46.1116666666667,50.9166666666667
"529","MOAB_060",3.175,-18.5,1.005,45.82,48.325
"530","MOAB_061",3.21666666666667,-18.2333333333333,0.94,42.0233333333333,44.8833333333333
"531","MOAB_062",3.28888888888889,-16.7222222222222,1.03,45.2211111111111,48.1888888888889
"532","MOAB_063",3.31428571428571,-21.8571428571429,1.13857142857143,48.0828571428571,44.3285714285714
"533","MOAB_064",4.02,-20.82,1.384,45.824,34.8
"534","MOAB_065",2.74,-17.66,1.034,48.038,52.7
"535","MOAB_066",2.45,-20.275,1.16,41.43,36.5
"536","MOAB_067",4.85,-15.35,1.3975,44.6675,33.775
"537","MOAB_068",3.3,-19.66,1.368,45.824,34.34
"538","MOAB_069",3.48,-18.76,1.074,44.636,42.7
"539","MOAB_070",4.51428571428571,-20.8,1.04285714285714,39.2485714285714,37.4714285714286
"540","MOAB_071",3.83333333333333,-19.85,1.16,40.77,35.6
"541","MOAB_072",3.38,-17.54,1.19,39.212,34.4
"542","MOAB_073",3.9,-21.3,1.0125,40.715,42.375
"543","NIWO_040",-1.8,-26.3666666666667,0.976666666666667,50.6833333333333,59.3666666666667
"544","NIWO_041",0.2,-27.0666666666667,1.07,45.1,44.4
"545","NIWO_042",-0.65,-26.65,1.03,46.225,46.4
"546","NIWO_043",-0.2,-26.65,1.6275,49.6675,32.475
"547","NIWO_044",0.533333333333333,-26.9,1.03333333333333,46.4833333333333,48.5333333333333
"548","NIWO_045",-1.66666666666667,-26.4666666666667,0.866666666666667,48.2166666666667,62.3
"549","NIWO_046",-1.5,-26.4333333333333,0.886666666666667,49.2666666666667,66
"550","NIWO_047",0.85,-27.625,0.6975,49.0625,72.3
"551","NIWO_048",0.366666666666667,-26.4666666666667,1.65,46.3533333333333,29.0333333333333
"552","NIWO_050",-0.4,-27.0666666666667,1.12,47.26,48.7
"553","NIWO_051",-1.16666666666667,-26.4,1.04666666666667,48.4933333333333,49.4666666666667
"554","NIWO_052",1.16666666666667,-26.6333333333333,0.836666666666667,48.7366666666667,67.3333333333333
"555","NIWO_053",1.13333333333333,-27.7666666666667,1.12333333333333,45.9566666666667,44.8666666666667
"556","NIWO_056",-1.975,-26.825,1.06,46.4825,44.975
"557","NIWO_057",-2.53333333333333,-27.3666666666667,0.853333333333333,50.5566666666667,68.4666666666667
"558","NIWO_059",-1.5,-26.8333333333333,1.07666666666667,46.0933333333333,43.0666666666667
"559","NIWO_060",-2.03333333333333,-26.8666666666667,0.853333333333333,47.1866666666667,58.4333333333333
"560","NIWO_061",-1.45,-26.625,0.9625,48.015,55.65
"561","NIWO_062",-0.933333333333333,-27.2666666666667,0.91,48.9633333333333,61.8
"562","NIWO_063",-0.366666666666667,-26.7,0.703333333333333,45.5933333333333,72.1666666666667
"563","NIWO_064",0.0666666666666666,-26.1,0.663333333333333,47.87,82.2
"564","NIWO_066",-1.66666666666667,-27.1666666666667,1.16333333333333,48.6766666666667,42.2333333333333
"565","NIWO_067",-1.66666666666667,-26.0333333333333,0.726666666666667,46.7766666666667,75.0666666666667
"566","NIWO_068",-2.7,-26.1333333333333,0.963333333333333,47.2233333333333,51.9333333333333
"567","NIWO_069",-0.266666666666667,-26.2,2.32666666666667,47.96,21.5333333333333
"568","NOGP_061",-0.5,-18.4,0.625,48.755,85.55
"569","NOGP_062",-2.76666666666667,-25.0333333333333,0.726666666666667,47.23,68.9
"570","NOGP_064",-1.13333333333333,-26.5333333333333,1.02666666666667,47.5766666666667,47.1666666666667
"571","NOGP_065",-1.4,-27.325,0.9475,46.145,54.475
"572","NOGP_066",-1.43333333333333,-27.1666666666667,1.45,46.96,33.5333333333333
"573","NOGP_067",-2.65,-27,0.79,48.74,61.7
"574","NOGP_068",-0.933333333333333,-26.8333333333333,0.783333333333333,46.3233333333333,61.3666666666667
"575","NOGP_069",-2.66666666666667,-26.4666666666667,0.973333333333333,51.1566666666667,59.9333333333333
"576","NOGP_070",-0.4,-26.7666666666667,1.12666666666667,46.68,46.1666666666667
"577","NOGP_071",-0.8,-26.9,1.15,46.3966666666667,40.3333333333333
"578","NOGP_072",-1.5,-26.6,0.9375,49.2525,53.225
"579","NOGP_073",-1.3,-26.0666666666667,0.713333333333333,47.8033333333333,69.6
"580","NOGP_074",2.3,-26.5666666666667,1.54,45.04,30.4
"581","NOGP_075",-0.325,-27.825,1.42,45.125,32.65
"582","NOGP_076",-2.33333333333333,-26,0.74,47.5333333333333,72.0333333333333
"583","NOGP_077",-1.4,-27.2333333333333,0.816666666666667,49.6633333333333,62.7
"584","NOGP_078",-1.73333333333333,-26.8,0.99,48.5066666666667,53.7333333333333
"585","NOGP_079",0.6,-27.225,1.27,46.54,38.175
"586","NOGP_080",-2.73333333333333,-26.2333333333333,0.786666666666667,48.2733333333333,71.1333333333333
"587","NOGP_081",-4.7,-24.6666666666667,0.746666666666667,49.6,67.3333333333333
"588","NOGP_082",-0.45,-26.75,1.22,46.745,38.45
"589","NOGP_083",-3.8,-26.1666666666667,0.84,47.15,56.5333333333333
"590","NOGP_084",-2.46666666666667,-26.8,1.66666666666667,46.67,28.3
"591","NOGP_085",-1.325,-26.5,1.3475,43.1175,32.65
"592","NOGP_086",-2.26666666666667,-26.7,1.10666666666667,45.14,43.2666666666667
"593","NOGP_087",-2.03333333333333,-26.8,0.96,47.62,52.4
"594","NOGP_088",0.1,-25.8666666666667,1.15666666666667,45.98,40.1
"595","NOGP_089",-1.73333333333333,-26.7333333333333,1.04,48.8766666666667,47.4333333333333
"596","NOGP_090",-0.225,-26.125,1.01,46.11,45.825
"597","NOGP_091",1.56666666666667,-27.1333333333333,1.44,46.8733333333333,33.0666666666667
"598","OAES_042",NA,NA,NA,NA,NA
"599","OAES_043",-2.23333333333333,-18.7,1.23,45.4366666666667,40.2333333333333
"600","OAES_044",-2.525,-22.2,0.7525,41.81,55.45
"601","OAES_045",-2.2,-22.525,1.4575,41.9075,29.225
"602","OAES_046",-0.66,-24.36,1.446,45.068,32.42
"603","OAES_047",NA,NA,NA,NA,NA
"604","OAES_048",-4.3,-17.1,0.82,48.6375,61.325
"605","OAES_049",-1.7,-25.02,1.334,37.508,29.26
"606","OAES_050",-3.45,-16.575,1.03,46.9025,53.175
"607","OAES_051",-1,-19.3333333333333,1.97666666666667,44.2566666666667,31.3333333333333
"608","OAES_052",-3.83333333333333,-19.4333333333333,0.866666666666667,44.28,51.2666666666667
"609","OAES_053",-2.675,-27.275,1.565,42.695,27.5
"610","OAES_054",-1.525,-20.375,1.125,43.8275,51.675
"611","OAES_055",-4.3,-18.76,0.74,43.872,60.02
"612","OAES_056",-3.1,-20.025,0.745,40.095,55.225
"613","OAES_057",-3.06,-22.04,0.7,43.06,64.84
"614","OAES_058",-2.83333333333333,-19.1333333333333,0.706666666666667,41.7233333333333,63.6666666666667
"615","OAES_059",-2.5,-20.65,1.58,46.4075,32.75
"616","OAES_060",-3.4,-24.75,0.905,43.4425,50.05
"617","OAES_061",0.4,-22.275,1.4,44.2325,31.85
"618","OAES_062",NA,NA,NA,NA,NA
"619","OAES_063",-2.8,-17.24,1.108,47.098,46.46
"620","OAES_064",-1.275,-22.625,1.235,41.08,34.925
"621","OAES_065",-3.875,-13.95,0.58,46.0575,79.725
"622","OAES_066",-2.775,-20.7,1.1975,45.4675,40.3
"623","OAES_067",-3,-13.4,0.7725,43.355,57.325
"624","OAES_068",-1.8,-23.2,2.14,44.15,22.1333333333333
"625","OAES_069",NA,NA,NA,NA,NA
"626","OAES_070",-0.933333333333333,-19.6666666666667,0.856666666666667,41.5633333333333,48.8666666666667
"627","OAES_071",-1.75,-15.425,0.7775,42.135,54.55
"628","ONAQ_041",2.74,-26.12,0.914,42.194,51.6
"629","ONAQ_042",2.45,-25.7,1.0325,44.6025,46.975
"630","ONAQ_043",2.58333333333333,-25.9,1.10333333333333,42.7733333333333,45.4666666666667
"631","ONAQ_044",3.875,-25.975,0.9675,41.3025,48.325
"632","ONAQ_045",3.825,-26.175,1.38,43.115,30.95
"633","ONAQ_046",3.2,-26.1,0.891428571428571,39.0542857142857,47.0714285714286
"634","ONAQ_047",3.22857142857143,-26.0142857142857,0.825714285714286,42.3942857142857,58.9571428571429
"635","ONAQ_048",3.7,-26.95,1.155,33.52,28.9
"636","ONAQ_049",5.975,-26.35,1.855,42.935,24.6
"637","ONAQ_050",3.24,-25.54,0.966,40.586,47.48
"638","ONAQ_051",3.6,-25.3666666666667,0.881666666666667,40.7816666666667,57.4166666666667
"639","ONAQ_052",2.48,-25.02,1.314,44.226,34.56
"640","ONAQ_053",3.27142857142857,-26.2428571428571,0.971428571428571,43.7428571428571,55.7714285714286
"641","ONAQ_054",4.66666666666667,-26.9,1.32666666666667,39.3166666666667,29.5333333333333
"642","ONAQ_055",4.04,-25.74,0.94,37.212,47.2
"643","ONAQ_056",4.65,-25.5,1.605,39.535,25.775
"644","ONAQ_057",2.11666666666667,-26.25,1.02833333333333,44.1466666666667,45.4333333333333
"645","ONAQ_058",1.7,-25.8333333333333,1.00666666666667,43.82,53.1666666666667
"646","ONAQ_059",2.3,-26.6666666666667,0.806666666666667,42.2316666666667,58.2666666666667
"647","ONAQ_060",5.18333333333333,-26.3166666666667,0.988333333333333,38.2,40.1833333333333
"648","ONAQ_061",3.34,-26.36,0.968,40.606,44.3
"649","ONAQ_062",2.86666666666667,-26.45,0.928333333333333,38.8883333333333,42.5833333333333
"650","ONAQ_063",5.4,-26.3,1.09,28.91,27.95
"651","ONAQ_064",3.275,-26.65,1.0675,42.8875,42.45
"652","ONAQ_065",2.92,-27.02,1.12,43.174,41.72
"653","ONAQ_066",3.22857142857143,-25.5285714285714,0.847142857142857,42.0842857142857,56.0571428571429
"654","ONAQ_067",4,-24.54,0.924,40.26,47.94
"655","ONAQ_068",4.175,-26.725,1.4775,41.6575,28.025
"656","ONAQ_069",3.36666666666667,-26.6,0.933333333333333,36.4966666666667,44.4333333333333
"657","ONAQ_070",3.74,-23.38,1.308,42.094,49.2
"658","ORNL_036",0.18,-29.1733333333333,0.73,49.5726666666667,74.1066666666667
"659","ORNL_037",-1.04666666666667,-28.7,0.714666666666667,49.3153333333333,74.3133333333333
"660","ORNL_043",-0.464705882352941,-28.9470588235294,0.635882352941176,49.9011764705882,87.5352941176471
"661","ORNL_045",-1.36875,-28.83125,0.68625,48.916875,79.54375
"662","ORNL_046",-1.38571428571429,-28.8142857142857,0.65,49.7514285714286,82.9928571428571
"663","ORNL_049",-0.677777777777778,-28.95,0.87,46.6422222222222,60.1166666666667
"664","ORNL_050",-0.542857142857143,-29.0428571428571,0.812857142857143,46.9771428571429,64.5785714285714
"665","ORNL_051",-0.376923076923077,-28.8615384615385,0.716923076923077,48.0730769230769,75.3153846153846
"666","ORNL_052",-1.03333333333333,-28.7166666666667,0.621666666666667,49.7288888888889,93.9833333333333
"667","ORNL_053",-1.16428571428571,-28.8857142857143,0.785714285714286,48.165,70.8571428571429
"668","ORNL_054",-0.533333333333333,-29.12,0.755333333333333,48.7586666666667,73.68
"669","ORNL_055",-0.3,-28.7785714285714,1.04642857142857,48.9764285714286,52.8571428571429
"670","ORNL_056",-0.207692307692308,-28.9,0.876153846153846,47.6084615384615,57.8923076923077
"671","ORNL_057",-0.96,-28.7933333333333,0.754666666666667,49.9573333333333,72.8133333333333
"672","ORNL_058",-1.22,-29.2866666666667,0.66,49.894,83.76
"673","ORNL_059",-0.946666666666667,-29,0.692,45.56,71.1933333333333
"674","ORNL_060",-0.233333333333333,-28.8466666666667,0.781333333333333,48.666,67.34
"675","ORNL_061",-1.27333333333333,-28.5666666666667,0.744666666666667,47.6993333333333,71.1533333333333
"676","ORNL_062",-1.47857142857143,-28.6071428571429,0.631428571428571,50.4807142857143,92.3142857142857
"677","ORNL_063",-0.38125,-28.85,0.95,48.335,55.075
"678","OSBS_025",-0.35,-27.2666666666667,0.503333333333333,43.1183333333333,102.583333333333
"679","OSBS_026",-0.114285714285714,-26.6571428571429,0.662857142857143,46.9785714285714,75.4857142857143
"680","OSBS_027",-0.733333333333333,-27.4666666666667,0.461666666666667,47.4516666666667,113.233333333333
"681","OSBS_028",-1.21428571428571,-26.5285714285714,0.55,50.4571428571429,111.157142857143
"682","OSBS_029",-0.666666666666667,-28.1166666666667,0.536666666666667,52.98,109.833333333333
"683","OSBS_030",0.3,-27.6833333333333,0.586666666666667,49.8983333333333,105.85
"684","OSBS_031",0.857142857142857,-27.0142857142857,0.662857142857143,51.3014285714286,84.7714285714286
"685","OSBS_032",-1.1,-27.7166666666667,0.505,48.6266666666667,117.033333333333
"686","OSBS_033",0.142857142857143,-27.4285714285714,0.524285714285714,42.5942857142857,87.6714285714286
"687","OSBS_034",-0.15,-27.7833333333333,0.568333333333333,47.605,90.7833333333333
"688","OSBS_035",-0.466666666666667,-26.5,0.521666666666667,47.88,115.183333333333
"689","OSBS_036",0.414285714285714,-27.5714285714286,0.525714285714286,45.32,94.2714285714286
"690","OSBS_037",0.0666666666666667,-26.3166666666667,0.596666666666667,45.9883333333333,90.8833333333333
"691","OSBS_038",0.7,-27.0428571428571,0.585714285714286,45.9357142857143,83.0714285714286
"692","OSBS_039",-0.78,-26.6,0.478,46.908,110.02
"693","OSBS_040",-0.171428571428571,-27.0571428571429,0.574285714285714,46.44,88.8
"694","OSBS_041",-1.28333333333333,-26.8166666666667,0.571666666666667,49.415,105.35
"695","OSBS_042",-0.266666666666667,-26.75,0.551666666666667,47.85,114.566666666667
"696","OSBS_043",-1.35714285714286,-27.8142857142857,0.498571428571429,46.1671428571429,101.014285714286
"697","OSBS_044",0.133333333333333,-27.25,0.623333333333333,45.1033333333333,77.35
"698","PUUM_031",NA,NA,NA,NA,NA
"699","PUUM_032",NA,NA,NA,NA,NA
"700","PUUM_033",NA,NA,NA,NA,NA
"701","PUUM_034",NA,NA,NA,NA,NA
"702","PUUM_035",NA,NA,NA,NA,NA
"703","PUUM_036",NA,NA,NA,NA,NA
"704","PUUM_037",NA,NA,NA,NA,NA
"705","PUUM_039",NA,NA,NA,NA,NA
"706","PUUM_040",NA,NA,NA,NA,NA
"707","PUUM_041",NA,NA,NA,NA,NA
"708","PUUM_042",NA,NA,NA,NA,NA
"709","PUUM_044",NA,NA,NA,NA,NA
"710","PUUM_045",NA,NA,NA,NA,NA
"711","PUUM_046",NA,NA,NA,NA,NA
"712","PUUM_047",NA,NA,NA,NA,NA
"713","PUUM_048",NA,NA,NA,NA,NA
"714","PUUM_049",NA,NA,NA,NA,NA
"715","PUUM_050",NA,NA,NA,NA,NA
"716","RMNP_041",1.82,-27.68,0.728,48.862,75.26
"717","RMNP_042",-1.12857142857143,-26.7,0.61,49.3114285714286,97.8857142857143
"718","RMNP_043",-2.24,-26.22,0.672,52.046,88.16
